Dataset,Quantiles,Trust,Baseline Accuracy,Classifiable Accuracy,Accuracy Diff,Pct. Dropped,Accuracy Drop Ratio
lymphography,0.05,0.6122801795905245,0.849624060150376,0.8650793650793651,0.015455304928989166,0.0472972972972973,0.3267693042129138
lymphography,0.1,0.6456178440684041,0.849624060150376,0.8823529411764706,0.032728881026094614,0.0945945945945946,0.34599102799014303
lymphography,0.15,0.6956884643137783,0.849624060150376,0.8761061946902655,0.026482134539889568,0.13513513513513514,0.1959677955951828
lymphography,0.2,0.7386607877718989,0.849624060150376,0.8867924528301887,0.037168392679812756,0.18243243243243243,0.2037378561708255
lymphography,0.25,0.7868454921086501,0.849624060150376,0.9,0.050375939849624074,0.22297297297297297,0.22592845750740495
lymphography,0.3,0.8244082661447306,0.849624060150376,0.9032258064516129,0.05360174630123693,0.2702702702702703,0.19832646131457662
lymphography,0.35,0.8359471806414125,0.849624060150376,0.9186046511627907,0.06898059101241472,0.31756756756756754,0.21721547808164635
lymphography,0.4,0.859821127946128,0.849624060150376,0.9125,0.06287593984962403,0.3581081081081081,0.17557809618385578
lymphography,0.45,0.8716877767541382,0.849624060150376,0.9315068493150684,0.0818827891646925,0.40540540540540543,0.20197754660624148
lymphography,0.5,0.8832406909329986,0.849624060150376,0.9552238805970149,0.10559982044663896,0.44594594594594594,0.2367995973651904
lymphography,0.55,0.894217039750373,0.849624060150376,0.9666666666666667,0.11704260651629073,0.49324324324324326,0.23729185978645242
lymphography,0.6,0.9027937494604162,0.849624060150376,0.9811320754716981,0.13150801532132217,0.5405405405405406,0.243289828344446
lymphography,0.65,0.9135164175164175,0.849624060150376,0.9787234042553191,0.12909934410494317,0.581081081081081,0.22217096427362315
lymphography,0.7,0.9206068259492172,0.849624060150376,0.975,0.12537593984962403,0.6283783783783784,0.1995230010510146
lymphography,0.75,0.927624958164926,0.849624060150376,0.9705882352941176,0.12096417514374169,0.668918918918919,0.18083533253811887
lymphography,0.8,0.9338783527820961,0.849624060150376,0.9629629629629629,0.11333890281258696,0.7162162162162162,0.15824676996474404
lymphography,0.85,0.9474254856428572,0.849624060150376,1.0,0.15037593984962405,0.7635135135135135,0.19695255838711823
lymphography,0.9,0.9569510932686967,0.849624060150376,1.0,0.15037593984962405,0.8040540540540541,0.1870221772919694
lymphography,0.95,0.9794167983632867,0.849624060150376,1.0,0.15037593984962405,0.8513513513513513,0.17663205633130444
