Dataset,Quantiles,Trust,Baseline Accuracy,Classifiable Accuracy,Accuracy Diff,Pct. Dropped,Accuracy Drop Ratio
optdigits,0.05,0.9077362495646552,0.9784883720930233,0.9840881272949816,0.005599755201958323,0.04499084488621501,0.12446432637841087
optdigits,0.1,0.9326805817358054,0.9784883720930233,0.9886950904392765,0.010206718346253196,0.08998168977243003,0.11343105883059876
optdigits,0.15,0.9484535770231222,0.9784883720930233,0.9897400820793434,0.01125170998632008,0.13497253465864503,0.08336295984050711
optdigits,0.2,0.9599452630702632,0.9784883720930233,0.9916424418604651,0.013154069767441823,0.17996337954486005,0.07309303593158444
optdigits,0.25,0.9670245017497765,0.9784883720930233,0.9926356589147287,0.014147286821705407,0.22495422443107507,0.06288962502253462
optdigits,0.3,0.9719984985571543,0.9784883720930233,0.9946013289036545,0.016112956810631185,0.26994506931729007,0.059689761518452546
optdigits,0.35,0.9767711794019934,0.9784883720930233,0.9946332737030411,0.016144901610017803,0.3149359142035051,0.05126408542782231
optdigits,0.4,0.9827554773872255,0.9784883720930233,0.9961240310077519,0.017635658914728625,0.3599267590897201,0.04899790990625547
optdigits,0.45,0.9878891309338144,0.9784883720930233,0.9968287526427061,0.01834038054968279,0.4049176039759351,0.04529410519472694
optdigits,0.5,0.991122085201638,0.9784883720930233,0.997093023255814,0.018604651162790642,0.44990844886215015,0.041352082206598036
optdigits,0.55,0.9937574545684585,0.9784883720930233,0.9967700258397932,0.018281653746769932,0.49489929374836517,0.036940149193394
optdigits,0.6,0.9955378822906731,0.9784883720930233,0.997093023255814,0.018604651162790642,0.5398901386345801,0.03446006850549837
optdigits,0.65,0.9969098545121848,0.9784883720930233,0.9966777408637874,0.018189368770764047,0.5848809835207952,0.03109926512103352
optdigits,0.7,0.9979621182265853,0.9784883720930233,0.9961240310077519,0.017635658914728625,0.6298718284070102,0.027998805660717416
optdigits,0.75,0.9985954424841709,0.9784883720930233,0.9965116279069768,0.018023255813953476,0.6748626732932252,0.026706553091761294
optdigits,0.8,0.9990895319895216,0.9784883720930233,0.9956395348837209,0.017151162790697616,0.7198535181794402,0.02382590674012972
optdigits,0.85,0.9996966537796681,0.9784883720930233,0.9961240310077519,0.017635658914728625,0.7648443630656553,0.023057839955884927
optdigits,0.9,0.9999070439991736,0.9784883720930233,0.9941860465116279,0.01569767441860459,0.8098352079518703,0.019383788534342812
optdigits,0.95,1.0,0.9784883720930233,0.9922779922779923,0.013789620184968987,0.8320690557154068,0.016572687194950152
