Dataset,Quantiles,Trust,Baseline Accuracy,Classifiable Accuracy,Accuracy Diff,Pct. Dropped,Accuracy Drop Ratio
hill_valley,0.05,0.2513326715866823,0.5486238532110091,0.5551257253384912,0.0065018721274821,0.0462046204620462,0.14071908961621973
hill_valley,0.1,0.3333778584805086,0.5486238532110091,0.5612244897959183,0.012600636584909175,0.09075907590759076,0.1388361049173629
hill_valley,0.15,0.36587815333323165,0.5486238532110091,0.5766738660907127,0.028050012879703545,0.1353135313531353,0.20729643664756522
hill_valley,0.2,0.3983394733095935,0.5486238532110091,0.5871559633027523,0.03853211009174318,0.17986798679867988,0.21422439188620518
hill_valley,0.25,0.4228639688429462,0.5486238532110091,0.6112469437652812,0.06262309055427207,0.22442244224422442,0.27904112408741816
hill_valley,0.3,0.44223465423465425,0.5486238532110091,0.6220472440944882,0.07342339088347904,0.2706270627062706,0.27130838338651403
hill_valley,0.35,0.4667558175784154,0.5486238532110091,0.6271186440677966,0.07849479085678746,0.31518151815181517,0.24904629978645654
hill_valley,0.4,0.49004897125933744,0.5486238532110091,0.6269113149847095,0.07828746177370038,0.35973597359735976,0.21762477905900196
hill_valley,0.45,0.5147745900471095,0.5486238532110091,0.6433333333333333,0.09470948012232416,0.4042904290429043,0.23426099981276916
hill_valley,0.5,0.5418887752504051,0.5486238532110091,0.663003663003663,0.11437980979265383,0.44884488448844884,0.2548314879939273
hill_valley,0.55,0.5626045988157309,0.5486238532110091,0.6612244897959184,0.11260063658490926,0.49504950495049505,0.22745328590151673
hill_valley,0.6,0.5836608262335476,0.5486238532110091,0.6834862385321101,0.13486238532110095,0.5396039603960396,0.24992845720057238
hill_valley,0.65,0.6134277507623096,0.5486238532110091,0.6910994764397905,0.14247562322878138,0.5841584158415841,0.24389894823910033
hill_valley,0.7,0.6385053687995904,0.5486238532110091,0.7134146341463414,0.16479078093533228,0.6287128712871287,0.2621081712514734
hill_valley,0.75,0.6615136697954036,0.5486238532110091,0.708029197080292,0.15940534386928285,0.6732673267326733,0.23676381957055245
hill_valley,0.8,0.6794307757688646,0.5486238532110091,0.7339449541284404,0.18532110091743126,0.7194719471947195,0.2575793283393654
hill_valley,0.85,0.7005407993852267,0.5486238532110091,0.7560975609756098,0.2074737077646006,0.764026402640264,0.27155306027072995
hill_valley,0.9,0.7297701669927823,0.5486238532110091,0.6909090909090909,0.14228523769808177,0.8085808580858086,0.17596908988783175
hill_valley,0.95,0.7685413394602812,0.5486238532110091,0.75,0.20137614678899085,0.8531353135313532,0.23604244671978422
