Dataset,Quantiles,Trust,Baseline Accuracy,Classifiable Accuracy,Accuracy Diff,Pct. Dropped,Accuracy Drop Ratio
glass,0.05,0.5005617299367299,0.7760416666666666,0.7912087912087912,0.015167124542124544,0.04672897196261682,0.32457646520146527
glass,0.1,0.5830395732074122,0.7760416666666666,0.813953488372093,0.037911821705426396,0.09345794392523364,0.40565649224806244
glass,0.15,0.6369048523131088,0.7760416666666666,0.8282208588957055,0.052179192229038884,0.13551401869158877,0.3850464530004939
glass,0.2,0.6912916280829593,0.7760416666666666,0.8366013071895425,0.06055964052287588,0.1822429906542056,0.33230161722808815
glass,0.25,0.7056493116192772,0.7760416666666666,0.8402777777777778,0.06423611111111116,0.22429906542056074,0.28638599537037057
glass,0.3,0.7240877738328227,0.7760416666666666,0.835820895522388,0.0597792288557214,0.27102803738317754,0.22056474095042036
glass,0.35,0.7409238732636794,0.7760416666666666,0.848,0.07195833333333335,0.3130841121495327,0.22983706467661696
glass,0.4,0.7631849241623955,0.7760416666666666,0.8521739130434782,0.0761322463768116,0.3598130841121495,0.21158832109919068
glass,0.45,0.776931425417931,0.7760416666666666,0.8490566037735849,0.07301493710691831,0.40186915887850466,0.1816883318707037
glass,0.5,0.7896761066619056,0.7760416666666666,0.8541666666666666,0.078125,0.4485981308411215,0.17415364583333334
glass,0.55,0.822720067720966,0.7760416666666666,0.8604651162790697,0.08442344961240311,0.4953271028037383,0.17043979450051194
glass,0.6,0.8381160356470969,0.7760416666666666,0.8831168831168831,0.10707521645021645,0.5373831775700935,0.19925301148127234
glass,0.65,0.8514978378410804,0.7760416666666666,0.8955223880597015,0.1194807213930349,0.5841121495327103,0.20455099502487573
glass,0.7,0.8795904645131815,0.7760416666666666,0.9310344827586207,0.15499281609195403,0.6261682242990654,0.24752584062446392
glass,0.75,0.894177569044978,0.7760416666666666,0.9375,0.16145833333333337,0.6728971962616822,0.23994502314814822
glass,0.8,0.909282503723639,0.7760416666666666,0.9743589743589743,0.1983173076923077,0.7149532710280374,0.2773849924585219
glass,0.85,0.9286507170929207,0.7760416666666666,0.9655172413793104,0.18947557471264376,0.7616822429906542,0.2487593434877654
glass,0.9,0.9473078096115062,0.7760416666666666,1.0,0.22395833333333337,0.8037383177570093,0.27864583333333337
glass,0.95,0.9720995764885868,0.7760416666666666,1.0,0.22395833333333337,0.8504672897196262,0.2633356227106228
