Dataset,Quantiles,Trust,Baseline Accuracy,Classifiable Accuracy,Accuracy Diff,Pct. Dropped,Accuracy Drop Ratio
hepatitis,0.05,0.3858061537473302,0.6532258064516129,0.6752136752136753,0.02198786876206238,0.050724637681159424,0.4334751270235154
hepatitis,0.1,0.4477065122377622,0.6532258064516129,0.6846846846846847,0.03145887823307181,0.09420289855072464,0.3339480920126084
hepatitis,0.15,0.4887587953985013,0.6532258064516129,0.7142857142857143,0.06105990783410142,0.13768115942028986,0.4434877516371577
hepatitis,0.2,0.517284065141208,0.6532258064516129,0.7373737373737373,0.08414793092212447,0.18115942028985507,0.46449657869012706
hepatitis,0.25,0.5446254416082001,0.6532258064516129,0.7526881720430108,0.09946236559139787,0.2246376811594203,0.44276795005202924
hepatitis,0.3,0.5663754808054524,0.6532258064516129,0.7586206896551724,0.1053948832035595,0.26811594202898553,0.39309442924570837
hepatitis,0.35,0.5897493504893727,0.6532258064516129,0.775,0.12177419354838714,0.3188405797101449,0.3819281524926688
hepatitis,0.4,0.619894726902999,0.6532258064516129,0.7567567567567568,0.10353095030514392,0.36231884057971014,0.2857454228421972
hepatitis,0.45,0.6330016227652837,0.6532258064516129,0.75,0.09677419354838712,0.4057971014492754,0.2384792626728111
hepatitis,0.5,0.6504396295541477,0.6532258064516129,0.7580645161290323,0.10483870967741937,0.4492753623188406,0.23335067637877216
hepatitis,0.55,0.657997283654905,0.6532258064516129,0.7678571428571429,0.11463133640553003,0.4927536231884058,0.23263418270534034
hepatitis,0.6,0.682183847732437,0.6532258064516129,0.78,0.12677419354838715,0.5362318840579711,0.2364167393199652
hepatitis,0.65,0.7028384464820517,0.6532258064516129,0.8181818181818182,0.16495601173020535,0.5797101449275363,0.2845491202346042
hepatitis,0.7,0.7205723905723905,0.6532258064516129,0.8108108108108109,0.15758500435919798,0.6304347826086957,0.24996242070769334
hepatitis,0.75,0.7404694871101122,0.6532258064516129,0.7741935483870968,0.12096774193548387,0.6739130434782609,0.17950052029136318
hepatitis,0.8,0.7693685744568097,0.6532258064516129,0.8,0.14677419354838717,0.717391304347826,0.20459433040078212
hepatitis,0.85,0.801970859956154,0.6532258064516129,0.8947368421052632,0.24151103565365029,0.7608695652173914,0.3174145040019404
hepatitis,0.9,0.8349558545241594,0.6532258064516129,0.9230769230769231,0.26985111662531025,0.8043478260869565,0.33549057742606136
hepatitis,0.95,0.91250990042695,0.6532258064516129,0.8571428571428571,0.20391705069124422,0.8478260869565217,0.24051754696915986
